Hotel ID,Hotel Name,Hotel Rank,Hotel Address,Total Score,Vị trí,Độ sạch sẽ,Dịch vụ,Tiện nghi,Đáng giá tiền,Sự thoải mái và chất lượng phòng
24_10,"Biệt thự 650 m² 5 phòng ngủ, 5 phòng tắm riêng ở Lộc Thọ (Casa Blanca Villas)",,"Lộc Thọ, Nha Trang, Việt Nam",7.759564541213063,8.005485893416928,7.835275590551181,8.045620437956204,7.701666666666666,7.923015873015873,8.299999999999999
24_11,"Căn hộ 38 m² 1 phòng ngủ, 1 phòng tắm riêng ở Biển Bãi Dài (Arena Cam ranh resort by River)",,"Cam Hải Đông, Nha Trang, Việt Nam",4.4,6.0,6.0,4.0,2.0,4.0,8.299999999999999
24_12,"Nhà mặt đất 23 m² 1 phòng ngủ, 1 phòng tắm riêng ở Vĩnh Phước (NEVA HOTEL NHA TRANG (SINGLE ROOM))",,"Vĩnh Phước, Nha Trang, Việt Nam",7.759564541213063,8.005485893416928,7.835275590551181,8.045620437956204,7.701666666666666,7.923015873015873,8.299999999999999
24_13,"Nhà mặt đất 20 m² 1 phòng ngủ, 1 phòng tắm riêng ở Vĩnh Phước (NEVA HOTEL NHA TRANG ( SINGLE ROOM))",,"Vĩnh Phước, Nha Trang, Việt Nam",7.759564541213063,8.005485893416928,7.835275590551181,8.045620437956204,7.701666666666666,7.923015873015873,8.299999999999999
24_14,"Căn hộ 45 m² 1 phòng ngủ, 1 phòng tắm riêng ở Lộc Thọ (Seabreeze Panorama Grand Residences)",,"Lộc Thọ, Nha Trang, Việt Nam",7.759564541213063,8.005485893416928,7.835275590551181,8.045620437956204,7.701666666666666,7.923015873015873,8.299999999999999
24_15,"Căn hộ 45 m² 1 phòng ngủ, 1 phòng tắm riêng ở Lộc Thọ (Apartment With Panoramic SeaView In Nha Trang)",,"Lộc Thọ, Nha Trang, Việt Nam",7.759564541213063,8.005485893416928,7.835275590551181,8.045620437956204,7.701666666666666,7.923015873015873,8.299999999999999
24_16,Chung cư studio 36 m² có 1 phòng tắm riêng ở Vĩnh Phước (STUDIO 3922A - WITH PANORAMIC VIEW NHATRANG BAY ),,"Vĩnh Phước, Nha Trang, Việt Nam",5.2,2.0,2.0,2.0,2.0,2.0,8.299999999999999
24_17,MAJESTIC PREMIUM,,"96B5/4 Trần Phú, Lộc Thọ, Nha Trang, Việt Nam, 650000",8.4,8.6,8.7,8.8,8.5,8.7,8.299999999999999
24_18,"Nhà riêng 48 m² 1 phòng ngủ, 1 phòng tắm riêng ở Biển Bãi Dài (Arena Cam Ranh Beachfront house)",,"Cam Hải Đông, Nha Trang, Việt Nam",7.759564541213063,8.005485893416928,7.835275590551181,8.045620437956204,7.701666666666666,7.923015873015873,8.299999999999999
24_19,"Căn hộ 80 m² 11 phòng ngủ, 12 phòng tắm riêng ở Vĩnh Hải (Sea apartment)",,"Vĩnh Hải, Nha Trang, Việt Nam",7.759564541213063,8.005485893416928,7.835275590551181,8.045620437956204,7.701666666666666,7.923015873015873,8.299999999999999
24_20,"Nhà riêng 100 m² 2 phòng ngủ, 2 phòng tắm riêng ở Vĩnh Hiệp (Ivory Elegance Parkview 2 bedroom apartment)",,"Vĩnh Hiệp, Nha Trang, Việt Nam",7.759564541213063,8.005485893416928,7.835275590551181,8.045620437956204,7.701666666666666,7.923015873015873,8.299999999999999
24_21,"Chung cư 50 m² 2 phòng ngủ, 1 phòng tắm riêng ở Ngọc Hiệp (Apartment in Champa resort 5 star (City center))",,"Ngọc Hiệp, Nha Trang, Việt Nam",7.759564541213063,8.005485893416928,7.835275590551181,8.045620437956204,7.701666666666666,7.923015873015873,8.299999999999999
24_22,Rigel Hotel,,"86/4 Trần Phú, Lộc Thọ, Nha Trang, Việt Nam, 650000",9.0,8.8,9.1,9.4,8.9,9.2,8.299999999999999
24_23,"Căn hộ m² 2 phòng ngủ, 2 phòng tắm riêng ở Lộc Thọ (Căn hộ cao cấp View biển Trần Phú Nha Trang)",,"Lộc Thọ, Nha Trang, Việt Nam",7.759564541213063,8.005485893416928,7.835275590551181,8.045620437956204,7.701666666666666,7.923015873015873,8.299999999999999
24_24,Ngôi nhà Ngọt ngào trên Bãi biển Cam Ranh (Sweet Home on Cam Ranh Beach),,", Cam Lâm District, Cam Đức, Nha Trang, Việt Nam",7.759564541213063,8.005485893416928,7.835275590551181,8.045620437956204,7.701666666666666,7.923015873015873,8.299999999999999
24_25,"Căn hộ 54 m² 1 phòng ngủ, 1 phòng tắm riêng ở Lộc Thọ (You2 Panorama Apartment Deluxe Ocean View)",,"Lộc Thọ, Nha Trang, Việt Nam",7.759564541213063,8.005485893416928,7.835275590551181,8.045620437956204,7.701666666666666,7.923015873015873,8.299999999999999
24_26,"Căn hộ 45 m² 1 phòng ngủ, 1 phòng tắm riêng ở Lộc Thọ (Căn hộ ngắm hoàng hôn trên biển 2842)",,"Lộc Thọ, Nha Trang, Việt Nam",7.759564541213063,8.005485893416928,7.835275590551181,8.045620437956204,7.701666666666666,7.923015873015873,8.299999999999999
24_27,"Căn hộ 38 m² 1 phòng ngủ, 1 phòng tắm riêng ở Biển Bãi Dài (Arena Cam ranh resort by River)",,"Cam Hải Đông, Nha Trang, Việt Nam",4.4,6.0,6.0,4.0,2.0,4.0,8.299999999999999
24_28,"Nhà mặt đất 23 m² 1 phòng ngủ, 1 phòng tắm riêng ở Vĩnh Phước (NEVA HOTEL NHA TRANG (SINGLE ROOM))",,"Vĩnh Phước, Nha Trang, Việt Nam",7.759564541213063,8.005485893416928,7.835275590551181,8.045620437956204,7.701666666666666,7.923015873015873,8.299999999999999
24_29,"Nhà mặt đất 20 m² 1 phòng ngủ, 1 phòng tắm riêng ở Vĩnh Phước (NEVA HOTEL NHA TRANG ( SINGLE ROOM))",,"Vĩnh Phước, Nha Trang, Việt Nam",7.759564541213063,8.005485893416928,7.835275590551181,8.045620437956204,7.701666666666666,7.923015873015873,8.299999999999999
24_30,Spring Home-The Cam Ranh Resort,,"The Arena Cam Ranh, Nguyen Tat Thanh Boulevard, Cam Ranh City ,Khanh Hoa Province, Cam Hải Đông, Nha Trang, Việt Nam, 650000",7.9,8.1,8.1,7.5,7.8,8.0,8.299999999999999
25_1,"Căn hộ 45 m² 1 phòng ngủ, 1 phòng tắm riêng ở Lộc Thọ (Seabreeze Panorama Grand Residences)",,"Lộc Thọ, Nha Trang, Việt Nam",7.759564541213063,8.005485893416928,7.835275590551181,8.045620437956204,7.701666666666666,7.923015873015873,8.299999999999999
25_2,"Căn hộ 45 m² 1 phòng ngủ, 1 phòng tắm riêng ở Lộc Thọ (Apartment With Panoramic SeaView In Nha Trang)",,"Lộc Thọ, Nha Trang, Việt Nam",7.759564541213063,8.005485893416928,7.835275590551181,8.045620437956204,7.701666666666666,7.923015873015873,8.299999999999999
25_3,"Căn hộ 54 m² 1 phòng ngủ, 1 phòng tắm riêng ở Lộc Thọ (You2 Panorama Apartment Excutive Ocean View)",,"Lộc Thọ, Nha Trang, Việt Nam",7.759564541213063,8.005485893416928,7.835275590551181,8.045620437956204,7.701666666666666,7.923015873015873,8.299999999999999
25_4,"Nhà mặt đất 30 m² 1 phòng ngủ, 1 phòng tắm riêng ở Phước Hải (Phuong Nam homes)",,"Phước Hải, Nha Trang, Việt Nam",2.0,2.0,2.0,8.045620437956204,7.701666666666666,2.0,8.299999999999999
25_5,"Căn hộ 54 m² 1 phòng ngủ, 1 phòng tắm riêng ở Lộc Thọ (You2 Panorama Apartment Family Ocean View)",,"Lộc Thọ, Nha Trang, Việt Nam",7.759564541213063,8.005485893416928,7.835275590551181,8.045620437956204,7.701666666666666,7.923015873015873,8.299999999999999
25_6,Ideal Time Apartment,,"60 TRAN PHULOC THO, Lộc Thọ, Nha Trang, Việt Nam, 650000",7.759564541213063,8.005485893416928,7.835275590551181,8.045620437956204,7.701666666666666,7.923015873015873,8.299999999999999
25_7,"Chung cư 38 m² 1 phòng ngủ, 1 phòng tắm riêng ở Quận 1 (Need to rent a new apartment building right )",,"Lộc Thọ, Nha Trang, Việt Nam",7.759564541213063,8.005485893416928,7.835275590551181,8.045620437956204,7.701666666666666,7.923015873015873,8.299999999999999
25_8,"Căn hộ 51 m² 2 phòng ngủ, 1 phòng tắm riêng ở Lộc Thọ (Xin Chào Apartment- 2 phòng ngủ view xéo biển)",,"Lộc Thọ, Nha Trang, Việt Nam",7.759564541213063,8.005485893416928,7.835275590551181,8.045620437956204,7.701666666666666,7.923015873015873,8.299999999999999
25_9,"Căn hộ m² 1 phòng ngủ, 1 phòng tắm riêng ở Cam Ranh (Đá Lết house)",,"Cam Ranh, Nha Trang, Việt Nam",7.759564541213063,8.005485893416928,7.835275590551181,8.045620437956204,7.701666666666666,7.923015873015873,8.299999999999999
25_10,Khách Sạn Agnes Nha Trang (Agnes Nha Trang Hotel),,"19 Biệt Thự, Lộc Thọ, Nha Trang, Việt Nam, 57100",8.4,8.9,8.5,8.7,8.0,8.5,8.299999999999999
25_11,"Nhà mặt đất 60 m² 2 phòng ngủ, 1 phòng tắm riêng ở Vĩnh Hòa (Family house)",,"Vĩnh Hòa, Nha Trang, Việt Nam",7.759564541213063,8.005485893416928,7.835275590551181,8.045620437956204,7.701666666666666,7.923015873015873,8.299999999999999
25_12,"Căn hộ 35 m² 1 phòng ngủ, 1 phòng tắm riêng ở Biển Bãi Dài (Căn Hộ Nghỉ Dưỡng View Biển,Hồ Bơi 5 Sao Cam Ranh)",,"Cam Hải Đông, Nha Trang, Việt Nam",7.759564541213063,8.005485893416928,7.835275590551181,8.045620437956204,7.701666666666666,7.923015873015873,8.299999999999999
25_13,"Căn hộ 42 m² 1 phòng ngủ, 1 phòng tắm riêng ở Lộc Thọ (Free Ploo ❀ Sea View ❀ Panorama Nha Trang)",,"Lộc Thọ, Nha Trang, Việt Nam",7.759564541213063,8.005485893416928,7.835275590551181,8.045620437956204,7.701666666666666,7.923015873015873,8.299999999999999
25_14,"Biệt thự 240 m² 3 phòng ngủ, 4 phòng tắm riêng ở Biển Bãi Dài (Villa 3 phòng ngủ Cam Ranh Mystery Villas & Spa)",,"Cam Hải Đông, Nha Trang, Việt Nam",8.2,8.5,8.0,10.0,8.7,8.5,8.299999999999999
25_15,"Chung cư 2000 m² 1 phòng ngủ, 1 phòng tắm riêng ở Vĩnh Ngọc (ZK Homestay )",,"Vĩnh Ngọc, Nha Trang, Việt Nam",7.759564541213063,8.005485893416928,7.835275590551181,8.045620437956204,7.701666666666666,7.923015873015873,8.299999999999999
25_16,Chung cư studio 40 m² có 1 phòng tắm riêng ở Vĩnh Hòa (Free Motorbike - 1st Floor Apartment-TV w/ Netflix),,"Vĩnh Hòa, Nha Trang, Việt Nam",10.0,10.0,10.0,10.0,10.0,10.0,8.299999999999999
25_17,"Căn hộ 37 m² 1 phòng ngủ, 1 phòng tắm riêng ở Biển Bãi Dài (Sea04-34)",,"Cam Hải Đông, Nha Trang, Việt Nam",7.759564541213063,8.005485893416928,7.835275590551181,8.045620437956204,7.701666666666666,7.923015873015873,8.299999999999999
25_18,"Căn hộ 80 m² 2 phòng ngủ, 2 phòng tắm riêng ở Vĩnh Hiệp (Green park 2 bedroom apartment)",,"Vĩnh Hiệp, Nha Trang, Việt Nam",7.759564541213063,8.005485893416928,7.835275590551181,8.045620437956204,7.701666666666666,7.923015873015873,8.299999999999999
25_19,Căn hộ studio 40 m² có 1 phòng tắm riêng ở Lộc Thọ (Ha's Apartment With Panoramic CityView In NhaTrang),,"Lộc Thọ, Nha Trang, Việt Nam",7.759564541213063,8.005485893416928,7.835275590551181,8.045620437956204,7.701666666666666,7.923015873015873,8.299999999999999
25_20,"Căn hộ 30 m² 1 phòng ngủ, 1 phòng tắm riêng ở Xương Huân (Khải Phong Apartment )",,"Xương Huân, Nha Trang, Việt Nam",7.759564541213063,8.005485893416928,7.835275590551181,8.045620437956204,7.701666666666666,7.923015873015873,8.299999999999999
25_21,Chung cư studio 52 m² có 1 phòng tắm riêng ở Lộc Thọ (Betty's smile),,"Lộc Thọ, Nha Trang, Việt Nam",7.759564541213063,8.005485893416928,7.835275590551181,8.045620437956204,7.701666666666666,7.923015873015873,8.299999999999999
25_22,"Chung cư 45 m² 1 phòng ngủ, 1 phòng tắm riêng ở Vĩnh Hải (Apartment Nha Trang Beach Ocean And Mountain View)",,"Vĩnh Hải, Nha Trang, Việt Nam",7.759564541213063,8.005485893416928,7.835275590551181,8.045620437956204,7.701666666666666,7.923015873015873,8.299999999999999
25_23,"Nhà mặt đất 20 m² 1 phòng ngủ, 1 phòng tắm riêng ở Vĩnh Phước (NEVA HOTEL NHA TRANG ( SINGLE ROOM))",,"Vĩnh Phước, Nha Trang, Việt Nam",7.759564541213063,8.005485893416928,7.835275590551181,8.045620437956204,7.701666666666666,7.923015873015873,8.299999999999999
25_24,"Căn hộ 45 m² 1 phòng ngủ, 1 phòng tắm riêng ở Lộc Thọ (Seabreeze Panorama Grand Residences)",,"Lộc Thọ, Nha Trang, Việt Nam",7.759564541213063,8.005485893416928,7.835275590551181,8.045620437956204,7.701666666666666,7.923015873015873,8.299999999999999
25_25,"Căn hộ 45 m² 1 phòng ngủ, 1 phòng tắm riêng ở Lộc Thọ (Apartment With Panoramic SeaView In Nha Trang)",,"Lộc Thọ, Nha Trang, Việt Nam",7.759564541213063,8.005485893416928,7.835275590551181,8.045620437956204,7.701666666666666,7.923015873015873,8.299999999999999
25_26,HANZ Condo Hotel Muong Thanh Vien Trieu,,"5 Phạm Văn Đồng, Muong Thanh Vien Trieu, Nha Trang, Vĩnh Phước, Nha Trang, Việt Nam, 650000",7.0,10.0,10.0,10.0,10.0,10.0,8.299999999999999
25_27,"Căn hộ 54 m² 1 phòng ngủ, 1 phòng tắm riêng ở Lộc Thọ (You2 Panorama Apartment Excutive Ocean View)",,"Lộc Thọ, Nha Trang, Việt Nam",7.759564541213063,8.005485893416928,7.835275590551181,8.045620437956204,7.701666666666666,7.923015873015873,8.299999999999999
25_28,"Nhà mặt đất 30 m² 1 phòng ngủ, 1 phòng tắm riêng ở Phước Hải (Phuong Nam homes)",,"Phước Hải, Nha Trang, Việt Nam",2.0,2.0,2.0,8.045620437956204,7.701666666666666,2.0,8.299999999999999
25_29,"Căn hộ 54 m² 1 phòng ngủ, 1 phòng tắm riêng ở Lộc Thọ (You2 Panorama Apartment Family Ocean View)",,"Lộc Thọ, Nha Trang, Việt Nam",7.759564541213063,8.005485893416928,7.835275590551181,8.045620437956204,7.701666666666666,7.923015873015873,8.299999999999999
25_30,Ideal Time Apartment,,"60 TRAN PHULOC THO, Lộc Thọ, Nha Trang, Việt Nam, 650000",7.759564541213063,8.005485893416928,7.835275590551181,8.045620437956204,7.701666666666666,7.923015873015873,8.299999999999999
26_1,"Chung cư 38 m² 1 phòng ngủ, 1 phòng tắm riêng ở Quận 1 (Need to rent a new apartment building right )",,"Lộc Thọ, Nha Trang, Việt Nam",7.759564541213063,8.005485893416928,7.835275590551181,8.045620437956204,7.701666666666666,7.923015873015873,8.299999999999999
26_2,"Căn hộ 51 m² 2 phòng ngủ, 1 phòng tắm riêng ở Lộc Thọ (Xin Chào Apartment- 2 phòng ngủ view xéo biển)",,"Lộc Thọ, Nha Trang, Việt Nam",7.759564541213063,8.005485893416928,7.835275590551181,8.045620437956204,7.701666666666666,7.923015873015873,8.299999999999999
26_3,"Căn hộ m² 1 phòng ngủ, 1 phòng tắm riêng ở Cam Ranh (Đá Lết house)",,"Cam Ranh, Nha Trang, Việt Nam",7.759564541213063,8.005485893416928,7.835275590551181,8.045620437956204,7.701666666666666,7.923015873015873,8.299999999999999
26_4,HANZ Condo Hotel Muong Thanh Vien Trieu,,"5 Phạm Văn Đồng, Muong Thanh Vien Trieu, Nha Trang, Vĩnh Phước, Nha Trang, Việt Nam, 650000",7.0,10.0,10.0,10.0,10.0,10.0,8.299999999999999
26_5,"Nhà mặt đất 60 m² 2 phòng ngủ, 1 phòng tắm riêng ở Vĩnh Hòa (Family house)",,"Vĩnh Hòa, Nha Trang, Việt Nam",7.759564541213063,8.005485893416928,7.835275590551181,8.045620437956204,7.701666666666666,7.923015873015873,8.299999999999999
26_6,"Căn hộ 35 m² 1 phòng ngủ, 1 phòng tắm riêng ở Biển Bãi Dài (Căn Hộ Nghỉ Dưỡng View Biển,Hồ Bơi 5 Sao Cam Ranh)",,"Cam Hải Đông, Nha Trang, Việt Nam",7.759564541213063,8.005485893416928,7.835275590551181,8.045620437956204,7.701666666666666,7.923015873015873,8.299999999999999
26_7,KHÁCH SẠN và CĂN HỘ AZURA GOLD (AZURA GOLD HOTEL and APARTMENT),,"Trần Phú, Lộc Thọ, Nha Trang, Việt Nam, 650000",9.2,9.5,9.2,9.4,8.8,9.5,8.299999999999999
26_8,"Căn hộ 42 m² 1 phòng ngủ, 1 phòng tắm riêng ở Lộc Thọ (Free Ploo ❀ Sea View ❀ Panorama Nha Trang)",,"Lộc Thọ, Nha Trang, Việt Nam",7.759564541213063,8.005485893416928,7.835275590551181,8.045620437956204,7.701666666666666,7.923015873015873,8.299999999999999
26_9,"Biệt thự 240 m² 3 phòng ngủ, 4 phòng tắm riêng ở Biển Bãi Dài (Villa 3 phòng ngủ Cam Ranh Mystery Villas & Spa)",,"Cam Hải Đông, Nha Trang, Việt Nam",8.2,8.5,8.0,10.0,8.7,8.5,8.299999999999999
26_10,"Chung cư 2000 m² 1 phòng ngủ, 1 phòng tắm riêng ở Vĩnh Ngọc (ZK Homestay )",,"Vĩnh Ngọc, Nha Trang, Việt Nam",7.759564541213063,8.005485893416928,7.835275590551181,8.045620437956204,7.701666666666666,7.923015873015873,8.299999999999999
26_11,Chung cư studio 40 m² có 1 phòng tắm riêng ở Vĩnh Hòa (Free Motorbike - 1st Floor Apartment-TV w/ Netflix),,"Vĩnh Hòa, Nha Trang, Việt Nam",10.0,10.0,10.0,10.0,10.0,10.0,8.299999999999999
26_12,"Căn hộ 37 m² 1 phòng ngủ, 1 phòng tắm riêng ở Biển Bãi Dài (Sea04-34)",,"Cam Hải Đông, Nha Trang, Việt Nam",7.759564541213063,8.005485893416928,7.835275590551181,8.045620437956204,7.701666666666666,7.923015873015873,8.299999999999999
26_13,"Căn hộ 80 m² 2 phòng ngủ, 2 phòng tắm riêng ở Vĩnh Hiệp (Green park 2 bedroom apartment)",,"Vĩnh Hiệp, Nha Trang, Việt Nam",7.759564541213063,8.005485893416928,7.835275590551181,8.045620437956204,7.701666666666666,7.923015873015873,8.299999999999999
26_14,Căn hộ studio 40 m² có 1 phòng tắm riêng ở Lộc Thọ (Ha's Apartment With Panoramic CityView In NhaTrang),,"Lộc Thọ, Nha Trang, Việt Nam",7.759564541213063,8.005485893416928,7.835275590551181,8.045620437956204,7.701666666666666,7.923015873015873,8.299999999999999
26_15,"Căn hộ 30 m² 1 phòng ngủ, 1 phòng tắm riêng ở Xương Huân (Khải Phong Apartment )",,"Xương Huân, Nha Trang, Việt Nam",7.759564541213063,8.005485893416928,7.835275590551181,8.045620437956204,7.701666666666666,7.923015873015873,8.299999999999999
26_16,Chung cư studio 52 m² có 1 phòng tắm riêng ở Lộc Thọ (Betty's smile),,"Lộc Thọ, Nha Trang, Việt Nam",7.759564541213063,8.005485893416928,7.835275590551181,8.045620437956204,7.701666666666666,7.923015873015873,8.299999999999999
26_17,Aquamarine Resort Hotel Cam Ranh,,"Km 20 Nguyen Tat Thanh St, Bai Dai Beach, Cam Hai Dong Ward, Cam Lam Town, Khanh Hoa Province, Cam Hải Đ&#244;ng, Nha Trang, Vietnam, 65000 , Cam Hải Đông, Nha Trang, Việt Nam, 650000",7.5,7.6,8.4,7.2,6.8,7.5,8.299999999999999
26_18,"Chung cư 45 m² 1 phòng ngủ, 1 phòng tắm riêng ở Vĩnh Hải (Apartment Nha Trang Beach Ocean And Mountain View)",,"Vĩnh Hải, Nha Trang, Việt Nam",7.759564541213063,8.005485893416928,7.835275590551181,8.045620437956204,7.701666666666666,7.923015873015873,8.299999999999999
26_19,"Căn hộ 100 m² 3 phòng ngủ, 2 phòng tắm riêng ở Lộc Thọ (3 bedroom apartment,balcony in Maple building)",,"Lộc Thọ, Nha Trang, Việt Nam",7.759564541213063,8.005485893416928,7.835275590551181,8.045620437956204,7.701666666666666,7.923015873015873,8.299999999999999
26_20,"Chung cư 32 m² 1 phòng ngủ, 1 phòng tắm riêng ở Vĩnh Hòa (apartment)",,"Vĩnh Hòa, Nha Trang, Việt Nam",7.759564541213063,8.005485893416928,7.835275590551181,8.045620437956204,7.701666666666666,7.923015873015873,8.299999999999999
26_21,"Chung cư 42 m² 1 phòng ngủ, 1 phòng tắm riêng ở Phước Long (7S Hoang Anh Hotel & Apartment)",,"Phước Long, Nha Trang, Việt Nam",7.759564541213063,8.005485893416928,7.835275590551181,8.045620437956204,7.701666666666666,7.923015873015873,8.299999999999999
26_22,"Chung cư 70 m² 2 phòng ngủ, 2 phòng tắm riêng ở Vĩnh Phước (snail ocean view apartmen hotel)",,"Vĩnh Phước, Nha Trang, Việt Nam",9.4,9.6,8.4,10.0,9.6,9.6,8.299999999999999
26_23,"Căn hộ 30 m² 1 phòng ngủ, 1 phòng tắm riêng ở Vĩnh Hòa (LASON Hotel in Nha Trang)",,"Vĩnh Hòa, Nha Trang, Việt Nam",7.759564541213063,8.005485893416928,7.835275590551181,8.045620437956204,7.701666666666666,7.923015873015873,8.299999999999999
26_24,"Căn hộ 37 m² 1 phòng ngủ, 1 phòng tắm riêng ở Quận Hoàn Kiếm - Hàng Bông/Quán Sứ (Cạnh bãi dài cam ranh, bãi biển đẹp nhất hành tinh)",,"Lộc Thọ, Nha Trang, Việt Nam",7.759564541213063,8.005485893416928,7.835275590551181,8.045620437956204,7.701666666666666,7.923015873015873,8.299999999999999
26_25,"Chung cư 60 m² 2 phòng ngủ, 1 phòng tắm riêng ở Vĩnh Phước (Homestay Mường Thanh Hòn Chồng)",,"Vĩnh Phước, Nha Trang, Việt Nam",7.759564541213063,8.005485893416928,7.835275590551181,8.045620437956204,7.701666666666666,7.923015873015873,8.299999999999999
26_26,"Chung cư 48 m² 1 phòng ngủ, 1 phòng tắm riêng ở Lộc Thọ (Family Sea View Apartment at Panorama Nha Trang)",,"Lộc Thọ, Nha Trang, Việt Nam",7.759564541213063,8.005485893416928,7.835275590551181,8.045620437956204,7.701666666666666,7.923015873015873,8.299999999999999
26_27,Nha Trang Lodge Hotel,,"42 Trần Phú , Lộc Thọ, Nha Trang, Việt Nam, +84258",7.9,9.2,7.7,7.9,7.4,7.8,7.0
26_28,"Nhà mặt đất 23 m² 1 phòng ngủ, 1 phòng tắm riêng ở Vĩnh Hòa (Beautiful balcony studio suitable for long stay)",,"Vĩnh Hòa, Nha Trang, Việt Nam",7.759564541213063,8.005485893416928,7.835275590551181,8.045620437956204,7.701666666666666,7.923015873015873,8.299999999999999
26_29,"Căn hộ 45 m² 1 phòng ngủ, 1 phòng tắm riêng ở Lộc Thọ (Sea view from above Nha Trang)",,"Lộc Thọ, Nha Trang, Việt Nam",7.759564541213063,8.005485893416928,7.835275590551181,8.045620437956204,7.701666666666666,7.923015873015873,8.299999999999999
26_30,"Căn hộ 69 m² 2 phòng ngủ, 1 phòng tắm riêng ở Vĩnh Phước (You2 Muong Thanh Oceanus Apartments With Sea View)",,"Vĩnh Phước, Nha Trang, Việt Nam",7.759564541213063,8.005485893416928,7.835275590551181,8.045620437956204,7.701666666666666,7.923015873015873,8.299999999999999
27_1,Căn hộ studio 46 m² có 1 phòng tắm riêng ở Lộc Thọ (Panorama Palace Ocean View),,"Lộc Thọ, Nha Trang, Việt Nam",7.759564541213063,8.005485893416928,7.835275590551181,8.045620437956204,7.701666666666666,7.923015873015873,8.299999999999999
27_2,"Biệt thự 300 m² 6 phòng ngủ, 6 phòng tắm riêng ở Vĩnh Trường (BEACH FRONT VILLA)",,"Vĩnh Trường, Nha Trang, Việt Nam",7.759564541213063,8.005485893416928,7.835275590551181,8.045620437956204,7.701666666666666,7.923015873015873,8.299999999999999
27_3,"Nhà riêng 35 m² 1 phòng ngủ, 1 phòng tắm riêng ở Lộc Thọ (Oceanfront Apartment with Private Beach)",,"Lộc Thọ, Nha Trang, Việt Nam",7.759564541213063,8.005485893416928,7.835275590551181,8.045620437956204,7.701666666666666,7.923015873015873,8.299999999999999
27_4,Căn hộ studio 35 m² có 1 phòng tắm riêng ở Vĩnh Phước ((Closed) Premium 2-views Scenia Bay Studio May May),,"Vĩnh Phước, Nha Trang, Việt Nam",7.759564541213063,8.005485893416928,7.835275590551181,8.045620437956204,7.701666666666666,7.923015873015873,8.299999999999999
27_5,"Căn hộ 65 m² 1 phòng ngủ, 1 phòng tắm riêng ở Xương Huân (Grand suite for business trip @ breakfast included)",,"Xương Huân, Nha Trang, Việt Nam",7.759564541213063,8.005485893416928,7.835275590551181,8.045620437956204,7.701666666666666,7.923015873015873,8.299999999999999
27_6,"Chung cư 60 m² 2 phòng ngủ, 2 phòng tắm riêng ở Xương Huân (Nha Trang Town)",,"Xương Huân, Nha Trang, Việt Nam",7.759564541213063,8.005485893416928,7.835275590551181,8.045620437956204,7.701666666666666,7.923015873015873,8.299999999999999
27_7,"Nhà riêng 42 m² 1 phòng ngủ, 1 phòng tắm riêng ở Lộc Thọ (Luxury suite Panorama Nha Trang by HLG)",,"Lộc Thọ, Nha Trang, Việt Nam",7.759564541213063,8.005485893416928,7.835275590551181,8.045620437956204,7.701666666666666,7.923015873015873,8.299999999999999
27_8,"Biệt thự 157 m² 2 phòng ngủ, 3 phòng tắm riêng ở Biển Bãi Dài (Romantic ocean view 2-bedroom superior suite)",,"Cam Hải Đông, Nha Trang, Việt Nam",7.759564541213063,8.005485893416928,7.835275590551181,8.045620437956204,7.701666666666666,7.923015873015873,8.299999999999999
27_9,"Căn hộ 37 m² 1 phòng ngủ, 1 phòng tắm riêng ở Quận Hoàn Kiếm - Hàng Bông/Quán Sứ (Cạnh bãi dài cam ranh, bãi biển đẹp nhất hành tinh)",,"Lộc Thọ, Nha Trang, Việt Nam",7.759564541213063,8.005485893416928,7.835275590551181,8.045620437956204,7.701666666666666,7.923015873015873,8.299999999999999
27_10,"Chung cư 60 m² 2 phòng ngủ, 1 phòng tắm riêng ở Vĩnh Phước (Homestay Mường Thanh Hòn Chồng)",,"Vĩnh Phước, Nha Trang, Việt Nam",7.759564541213063,8.005485893416928,7.835275590551181,8.045620437956204,7.701666666666666,7.923015873015873,8.299999999999999
27_11,"Chung cư 48 m² 1 phòng ngủ, 1 phòng tắm riêng ở Lộc Thọ (Family Sea View Apartment at Panorama Nha Trang)",,"Lộc Thọ, Nha Trang, Việt Nam",7.759564541213063,8.005485893416928,7.835275590551181,8.045620437956204,7.701666666666666,7.923015873015873,8.299999999999999
27_12,Vanda Hotel Nha Trang,,"26/4 Trần Phú, phường Vĩnh Nguyên, TP. Nha Trang, tỉnh Khánh Hòa, Vĩnh Trường, Nha Trang, Việt Nam, 650000",7.759564541213063,8.3,8.0,8.5,7.9,8.5,8.299999999999999
27_13,"Căn hộ 69 m² 2 phòng ngủ, 1 phòng tắm riêng ở Vĩnh Phước (You2 Muong Thanh Oceanus Apartments With Sea View)",,"Vĩnh Phước, Nha Trang, Việt Nam",7.759564541213063,8.005485893416928,7.835275590551181,8.045620437956204,7.701666666666666,7.923015873015873,8.299999999999999
27_14,Căn hộ studio 46 m² có 1 phòng tắm riêng ở Lộc Thọ (Panorama Palace Ocean View),,"Lộc Thọ, Nha Trang, Việt Nam",7.759564541213063,8.005485893416928,7.835275590551181,8.045620437956204,7.701666666666666,7.923015873015873,8.299999999999999
