Hotel ID,Hotel Name,Hotel Rank,Hotel Address,Total Score,Vị trí,Độ sạch sẽ,Dịch vụ,Tiện nghi,Đáng giá tiền,Sự thoải mái và chất lượng phòng
12_5,Khách sạn Nice Swan (Nice Swan Hotel Nha Trang),2.5 sao trên 5,"64 Hùng Vương, Lộc Thọ, Nha Trang, Việt Nam",7.5,8.4,7.8,7.1,7.0,7.6,7.5
12_6,Pandora Panorama Nha Trang,4 sao trên 5,"2 Nguyen Thi Minh Khai , Lộc Thọ, Nha Trang, Việt Nam, 650000",10.0,10.0,10.0,10.0,10.0,10.0,8.299999999999999
12_7,Gran Meliá Nha Trang,5 sao trên 5,"Bai Tien, Duong De, Vinh Hoa Ward, Nha Trang City, Khanh Hoa Province , Vĩnh Hòa, Nha Trang, Việt Nam, 650000",9.0,8.4,9.8,9.7,9.2,9.1,8.299999999999999
12_8,The Moon Villas (The Trang Villas),3 sao trên 5,"19 Dương Khuê, Thôn Cát Lợi, Xã Vĩnh Lương, Vịnh Ninh Vân, Nha Trang, Việt Nam, 650000",8.2,6.6,8.4,9.3,7.9,8.8,8.299999999999999
12_9,The View Hotel,2 sao trên 5,"D16-17-16 KDT Hung Thinh, Cam Hai Dong, Cam Hải Đông, Nha Trang, Việt Nam, 650000",8.8,8.4,9.6,9.3,8.8,9.2,8.299999999999999
12_10,Saphia hotel Nha Trang,3 sao trên 5,"92 Trần Phú, Lộc Thọ, Nha Trang, Việt Nam, 650000",8.3,9.1,8.2,8.5,7.9,8.3,8.299999999999999
12_11,"Căn hộ studio 25 m² có 1 phòng tắm riêng ở Vĩnh Hòa (Salt house, deluxe balcony room fully furnished)",4 sao trên 5,"Vĩnh Hòa, Nha Trang, Việt Nam",7.759564541213063,8.005485893416928,7.835275590551181,8.045620437956204,7.701666666666666,7.923015873015873,8.299999999999999
12_12,Lumina Villas Cam Ranh,3 sao trên 5,"Nguyễn Tất Th&#224;nh , Cam Hải Đông, Nha Trang, Việt Nam, 650000",8.7,8.5,8.7,9.2,8.6,9.3,8.299999999999999
12_13,Panorama Center Ocean View,4 sao trên 5,"2 Nguyễn Thị Minh Khai, B1504 Panorama Nha Trang, Lộc Thọ, Nha Trang, Việt Nam, 650000",8.4,9.2,8.1,8.1,8.3,8.4,8.299999999999999
12_14,"Căn hộ 80 m² 2 phòng ngủ, 2 phòng tắm riêng ở Lộc Thọ (Two adjacent family Panorama by HLG)",5 sao trên 5,"Lộc Thọ, Nha Trang, Việt Nam",10.0,10.0,10.0,8.045620437956204,7.701666666666666,10.0,8.299999999999999
12_15,"Căn hộ 774 m² 2 phòng ngủ, 2 phòng tắm riêng ở Vĩnh Phước (Two Bedroom Apartment with Sea View)",5 sao trên 5,"Vĩnh Phước, Nha Trang, Việt Nam",7.759564541213063,8.005485893416928,7.835275590551181,8.045620437956204,7.701666666666666,7.923015873015873,8.299999999999999
12_16,Seascape Villas in Long Beach Cam Ranh,5 sao trên 5,"Nguyễn Tất Thành, st, Lot D14B Nguyen Tat Thanh street, Cam Hai Dong commune, Cam Lam district, Cam Hải Đông, Nha Trang, Việt Nam, 650000",7.6,6.0,8.0,8.0,8.0,8.0,8.299999999999999
12_17,The Signature Hotel Nha Trang,5 sao trên 5,"86A Trần Phú, Lộc Thọ, Lộc Thọ, Nha Trang, Việt Nam, 650000",9.2,10.0,10.0,10.0,10.0,10.0,8.299999999999999
12_18,Phan Gia Xanh Garden,5 sao trên 5,"số 01 Xóm Bắc, Thôn 2, Xã Diên Đồng, Huyện Diên Khánh, Huyện Diên Khánh, Nha Trang, Việt Nam, 57000",7.3,5.5,7.0,8.0,5.5,8.0,8.299999999999999
12_19,Arenas Cam Ranh Resort,4 sao trên 5,"Đường N2, Trung Tâm Du Lịch Bắc Bán Đảo Cam Ranh, Cam Hải Đông, Nha Trang, Việt Nam",7.5,8.7,7.3,6.8,6.8,7.3,8.299999999999999
12_20,Khách sạn Bình An (Binh An Hotel Nha Trang),1.5 sao trên 5,"102 Hoàng Hoa Thám, Lộc Thọ, Nha Trang, Việt Nam, 84 0258 3523181",9.1,8.9,9.4,9.4,8.6,9.4,9.2
12_21,Arena Seaview Cam Ranh Beach Resort Nha Trang Best Location Near The Airport,,"L&#244; D14D Đại Lộ Nguyễn Tất Th&#224;nh, B&#227;i D&#224;i, KDL Bắc B&#225;n Đảo Cam Ranh, TP.Cam Ranh, Tỉnh Kh&#225;nh H&#242;a, Cam Hải Đông, Nha Trang, Việt Nam, 57800",7.5,8.5,8.2,7.7,7.6,7.6,8.299999999999999
12_22,Khách Sạn Mojzo (Mojzo Inn),,"65/07 Nguyen Thiet Thuat- Nha Trang- Khanh hoa, Lộc Thọ, Nha Trang, Việt Nam, 650000",9.2,9.6,9.3,9.8,9.0,9.6,8.299999999999999
12_23,"Nhà mặt đất 25 m² 1 phòng ngủ, 1 phòng tắm riêng ở Vĩnh Phước (NEVA HOTEL NHA TRANG ( SINGLE ROOM))",2 sao trên 5,"Vĩnh Phước, Nha Trang, Việt Nam",7.759564541213063,8.005485893416928,7.835275590551181,8.045620437956204,7.701666666666666,7.923015873015873,8.299999999999999
12_24,Panorama Nha Trang Condotel,3 sao trên 5,"44 Nguyễn Thị Minh Khai, Lộc Thọ, Nha Trang, Việt Nam, 650000",7.8,9.0,7.6,7.7,7.6,8.2,8.299999999999999
12_25,"Căn hộ 42 m² 1 phòng ngủ, 1 phòng tắm riêng ở Lộc Thọ (Studio Balcony Sea View)",5 sao trên 5,"Lộc Thọ, Nha Trang, Việt Nam",2.0,2.0,2.0,8.045620437956204,7.701666666666666,2.0,8.299999999999999
12_26,"Biệt thự 25 m² 1 phòng ngủ, 0 phòng tắm riêng ở Brooklyn (ZK Homestay )",5 sao trên 5,"Lộc Thọ, Nha Trang, Việt Nam",7.759564541213063,8.005485893416928,7.835275590551181,8.045620437956204,7.701666666666666,7.923015873015873,8.299999999999999
12_27,"Chung cư 35 m² 2 phòng ngủ, 1 phòng tắm riêng ở Phước Long (Hung Thanh Luxury Apartment)",3.5 sao trên 5,"Phước Long, Nha Trang, Việt Nam",7.759564541213063,8.005485893416928,7.835275590551181,8.045620437956204,7.701666666666666,7.923015873015873,8.299999999999999
12_28,"Căn hộ 1000 m² 14 phòng ngủ, 14 phòng tắm riêng ở Suối Hải (Motel An Bình _ homestay)",5 sao trên 5,"Cam Đức, Nha Trang, Việt Nam",10.0,10.0,10.0,10.0,10.0,10.0,8.299999999999999
12_29,"Nhà riêng 60 m² 2 phòng ngủ, 2 phòng tắm riêng ở Tân Lập (Lovely 2-bedroom apartment in city center .)",5 sao trên 5,"Tân Lập, Nha Trang, Việt Nam",10.0,10.0,10.0,10.0,10.0,10.0,8.299999999999999
12_30,Aura Panorama Nha Trang,5 sao trên 5,"2 Nguyễn Thị Minh Khai, Panorama, Lộc Thọ, Nha Trang, Việt Nam, 650000",8.8,9.4,8.8,8.8,8.6,8.9,8.299999999999999
13_1,"Căn hộ 45 m² 1 phòng ngủ, 1 phòng tắm riêng ở Vĩnh Hải (Luxury apartment with sea view)",5 sao trên 5,"Vĩnh Hải, Nha Trang, Việt Nam",7.0,6.0,6.5,8.045620437956204,7.701666666666666,7.6,8.299999999999999
13_2,"Chung cư 50 m² 1 phòng ngủ, 1 phòng tắm riêng ở Lộc Thọ (Family Sea View + Free Pool at Panorama Nha Trang )",5 sao trên 5,"Lộc Thọ, Nha Trang, Việt Nam",6.9,9.0,8.0,8.045620437956204,7.701666666666666,7.0,8.299999999999999
13_3,Oasis Retreat - Muong Thanh Vien Trieu,5 sao trên 5,"3 Pham Van Dong, OC 1 B Muong Thanh Vien Trieu, Vĩnh Phước, Nha Trang, Việt Nam, 650000",7.3,7.9,7.3,8.1,8.0,7.4,8.299999999999999
13_4,"Nhà riêng 68 m² 2 phòng ngủ, 2 phòng tắm riêng ở Vĩnh Phước (Cozy Sea View - Family 2 Bedroom)",,"Vĩnh Phước, Nha Trang, Việt Nam",7.759564541213063,8.005485893416928,7.835275590551181,8.045620437956204,7.701666666666666,7.923015873015873,8.299999999999999
13_5,Arenas Cam Ranh Resort,4 sao trên 5,"Đường N2, Trung Tâm Du Lịch Bắc Bán Đảo Cam Ranh, Cam Hải Đông, Nha Trang, Việt Nam",7.5,8.7,7.3,6.8,6.8,7.3,8.299999999999999
13_6,Khách sạn Bình An (Binh An Hotel Nha Trang),1.5 sao trên 5,"102 Hoàng Hoa Thám, Lộc Thọ, Nha Trang, Việt Nam, 84 0258 3523181",9.1,8.9,9.4,9.4,8.6,9.4,9.2
13_7,Arena Seaview Cam Ranh Beach Resort Nha Trang Best Location Near The Airport,,"L&#244; D14D Đại Lộ Nguyễn Tất Th&#224;nh, B&#227;i D&#224;i, KDL Bắc B&#225;n Đảo Cam Ranh, TP.Cam Ranh, Tỉnh Kh&#225;nh H&#242;a, Cam Hải Đông, Nha Trang, Việt Nam, 57800",7.5,8.5,8.2,7.7,7.6,7.6,8.299999999999999
13_8,DTX Hotel Nha Trang,4 sao trên 5,"3A Quân Trấn, đường Hùng Vương, phường Lộc Thọ, Nha Trang, Khánh Hòa, Lộc Thọ, Nha Trang, Việt Nam, 650000",8.9,8.8,9.1,9.3,8.6,9.2,8.299999999999999
13_9,Panorama Nha Trang Condotel,3 sao trên 5,"44 Nguyễn Thị Minh Khai, Lộc Thọ, Nha Trang, Việt Nam, 650000",7.8,9.0,7.6,7.7,7.6,8.2,8.299999999999999
13_10,L’Alya Vịnh Ninh Vân (L'Alya Ninh Van Bay),5 sao trên 5,"Vịnh Ninh Vân, Thị xã Ninh Hòa , Vịnh Ninh Vân, Nha Trang, Việt Nam, 650000",9.0,8.6,9.2,9.5,9.0,9.0,9.3
13_11,"Biệt thự 300 m² 2 phòng ngủ, 2 phòng tắm riêng ở Lộc Thọ (Rooftop pool villa by the bay)",5 sao trên 5,"Lộc Thọ, Nha Trang, Việt Nam",7.759564541213063,8.005485893416928,7.835275590551181,8.045620437956204,7.701666666666666,7.923015873015873,8.299999999999999
13_12,"Căn hộ 58 m² 2 phòng ngủ, 2 phòng tắm riêng ở Vĩnh Hải (CHAMPA ISLAND NHA TRANG CAN HO 2 PHONG NGU 2WC)",5 sao trên 5,"Vĩnh Hải, Nha Trang, Việt Nam",7.759564541213063,8.005485893416928,7.835275590551181,8.045620437956204,7.701666666666666,7.923015873015873,8.299999999999999
13_13,Ocean view of Cam Ranh Resort,5 sao trên 5,"The Arena Cam Ranh, Cam Nghia, Cam Ranh, Khanh Hoa, Viet Nam, Cam Hải Đông, Nha Trang, Việt Nam, 650000",9.6,10.0,10.0,8.045620437956204,7.701666666666666,10.0,8.299999999999999
13_14,Căn hộ studio 37 m² có 0 phòng tắm riêng ở Lộc Thọ (Panorama Nha Trang With Pretty View),5 sao trên 5,"Lộc Thọ, Nha Trang, Việt Nam",2.0,2.0,2.0,2.0,2.0,2.0,8.299999999999999
13_15,Khách sạn Nhi Phi (Nhi Phi Hotel Nha Trang),3.5 sao trên 5,"10 Biệt Thự, Lộc Thọ, Nha Trang, Việt Nam",7.9,8.6,7.8,7.8,7.4,8.0,7.9
13_16,"Căn hộ 70 m² 2 phòng ngủ, 2 phòng tắm riêng ở Tân Lập (HUD BUILDING - CĂN HỘ 5 SAO CAO CẤP- TẦNG 21)",4.5 sao trên 5,"Tân Lập, Nha Trang, Việt Nam",7.759564541213063,8.005485893416928,7.835275590551181,8.045620437956204,7.701666666666666,7.923015873015873,8.299999999999999
13_17,Khu nghỉ dưỡng và Spa Cam Ranh Riviera Beach - Trọn gói (Cam Ranh Riviera Beach Resort and Spa - All Inclusive),5 sao trên 5,"Cam Ranh, Cam Hải Đông, Nha Trang, Việt Nam, 650000",8.4,8.2,8.7,8.6,8.5,8.6,8.5
13_18,"Căn hộ 774 m² 2 phòng ngủ, 2 phòng tắm riêng ở Vĩnh Phước (Two Bedroom Apartment Partial Sea)",5 sao trên 5,"Vĩnh Phước, Nha Trang, Việt Nam",8.4,8.5,8.0,9.0,8.5,8.0,8.299999999999999
13_19,"Nhà riêng 60 m² 2 phòng ngủ, 1 phòng tắm riêng ở Vĩnh Hải (Home Auntie 8)",5 sao trên 5,"86 Đường Bắc Sơn, Vĩnh Hải, Nha Trang, Việt Nam, 650000",10.0,10.0,10.0,10.0,10.0,10.0,10.0
13_20,"Nhà riêng 40 m² 1 phòng ngủ, 1 phòng tắm riêng ở Vĩnh Phước (Tiện nghi giá bình dân)",5 sao trên 5,"Vĩnh Phước, Nha Trang, Việt Nam",7.759564541213063,8.005485893416928,7.835275590551181,8.045620437956204,7.701666666666666,7.923015873015873,8.299999999999999
13_21,Muong Thanh Nha Trang Hotel & Apartment,5 sao trên 5,"Tòa nhà OC1A, Mường Thanh Viễn Triều, 03 Phạm Văn Đồng Street, Vĩnh Phước, Nha Trang, Việt Nam, 650000",10.0,10.0,10.0,10.0,10.0,10.0,8.299999999999999
13_22,Western Seaview (The Arena Cam Ranh),4 sao trên 5,"Nguyễn Tất Th&#224;nh, Cam Hải Đông, Nha Trang, Việt Nam, 65000",7.3,7.9,7.8,6.5,6.5,7.1,8.299999999999999
13_23,"Căn hộ 500 m² 10 phòng ngủ, 1 phòng tắm riêng ở Vĩnh Hòa (Nhà Nghỉ Thúy Vy)",,"178/2 Phạm Văn Đồng, Phường Vĩnh Hòa, Nha Trang, Nhà Nghỉ Thúy Vy 178/2 Phạm Văn Đồng, Vĩnh Hòa, Nha Trang, Việt Nam",8.1,8.0,8.7,8.7,7.3,8.0,8.299999999999999
13_24,Skyline Seaview Cam Ranh Khanh Hoa,4 sao trên 5,"Lô D14D, Đại Lộ Nguyễn Tất Thành, Cam Hải Đông, Tp. Cam Ranh, Khánh Hòa, Việt Nam, Cam Hải Đông, Nha Trang, Việt Nam, 57800",6.3,7.6,4.8,4.0,3.5,5.2,8.299999999999999
13_25,"Nhà riêng 72 m² 2 phòng ngủ, 2 phòng tắm riêng ở Vĩnh Phước (Partial Sea View : Two Bedroom & Washing Machine)",3 sao trên 5,"Vĩnh Phước, Nha Trang, Việt Nam",6.7,9.0,6.0,9.0,6.0,8.0,8.299999999999999
13_26,Nhà Rosemary Bãi Dài - Căn hộ hướng biển gần sân bay Cam Ranh (Rosemary Home at Bai Dai Beach Nha Trang - Seaview Condo near Int't Cam Ranh Airport),,"The Arena Cam Ranh, Khu 4 - KDL Bac Ban Dao Cam Ranh, P. Cam Nghia, Cam Ranh City, Khanh Hoa Province, Cam Hải Đông, Nha Trang, Việt Nam, 65000",8.2,8.4,8.4,8.0,7.6,8.4,8.299999999999999
13_27,Khách sạn Asteria Comodo Nha Trang (Asteria Comodo Nha Trang Hotel),,"86A Trần Phú, Lộc Thọ, Nha Trang, Việt Nam, 57001",8.9,9.2,9.1,9.0,8.7,9.0,8.299999999999999
13_28,"Căn hộ 100 m² 1 phòng ngủ, 2 phòng tắm riêng ở Biển Bãi Dài (Wellcome to Cuong's homey apartment!!)",5 sao trên 5,"Cam Hải Đông, Nha Trang, Việt Nam",7.759564541213063,8.005485893416928,7.835275590551181,8.045620437956204,7.701666666666666,7.923015873015873,8.299999999999999
13_29,"Căn hộ 40 m² 1 phòng ngủ, 1 phòng tắm riêng ở Xương Huân (PrivateRoom#Kitchen#WashingMachine#Iron#Fridge#AC)",3.5 sao trên 5,"Xương Huân, Nha Trang, Việt Nam",7.759564541213063,8.005485893416928,7.835275590551181,8.045620437956204,7.701666666666666,7.923015873015873,8.299999999999999
13_30,Wyndham Grand KN Paradise Cam Ranh,4.5 sao trên 5,"Long Beach, Cam Nghia Ward, Cam Ranh City, Khanh Hoa Province, Vietnam, Cam Ranh, Nha Trang, Việt Nam, 650000",8.3,7.4,8.8,8.7,8.3,8.5,8.299999999999999
14_1,"Biệt thự 200 m² 5 phòng ngủ, 5 phòng tắm riêng ở Phước Long (Cosiana Villa Nha Trang)",5 sao trên 5,"Phước Long, Nha Trang, Việt Nam",7.759564541213063,8.005485893416928,7.835275590551181,8.045620437956204,7.701666666666666,7.923015873015873,8.299999999999999
14_2,CONDOTEL ARENA SEA VIEW - VG,5 sao trên 5,"Arena Cam Ranh Resort, Nguyen Tat Thanh Avenue, Cam Hải Đông, Nha Trang, Việt Nam, 650000",2.5,3.0,2.0,8.045620437956204,7.701666666666666,2.0,8.299999999999999
14_3,KHU NGHỈ DƯỠNG ARENA CAM RANH (KHU NGHỈ DƯỠNG THE ARENA CAM RANH),,"LÔ D14D BÃI DÀI, THÀNH PHỐ CAM RANH, TỈNH KHÁNH HÒA, NHA TRANG, SeB05-19, Cam Hải Đông, Nha Trang, Việt Nam, 57800",7.759564541213063,8.005485893416928,7.835275590551181,8.045620437956204,7.701666666666666,7.923015873015873,8.299999999999999
14_4,"Căn hộ 60 m² 2 phòng ngủ, 2 phòng tắm riêng ở Tân Lập (HUD Building )",3 sao trên 5,"Tân Lập, Nha Trang, Việt Nam",7.759564541213063,8.005485893416928,7.835275590551181,8.045620437956204,7.701666666666666,7.923015873015873,8.299999999999999
14_5,Khách sạn Sao Việt Nha Trang (Sao Viet Nha Trang Hotel),4 sao trên 5,"10 Hoàng Hoa Thám, phường Lộc Thọ, thành phố Nha Trang, Lộc Thọ, Nha Trang, Việt Nam, 57000",8.2,8.8,8.3,8.6,8.0,8.6,8.299999999999999
14_6,Căn hộ studio 20 m² có 1 phòng tắm riêng ở Vĩnh Hòa (Cozy .Place / Mountain View),3.5 sao trên 5,"Vĩnh Hòa, Nha Trang, Việt Nam",10.0,10.0,10.0,10.0,10.0,10.0,8.299999999999999
14_7,Ocean view Cam Ranh - The Arena,5 sao trên 5,"Cam Hải Đông, Nha Trang, Việt Nam",9.6,8.0,10.0,8.045620437956204,7.701666666666666,10.0,8.299999999999999
14_8,Ngói Casa - Marina Villa,5 sao trên 5,"Vĩnh Trường, Nha Trang, Việt Nam",7.759564541213063,8.005485893416928,7.835275590551181,8.045620437956204,7.701666666666666,7.923015873015873,8.299999999999999
14_9,Khách sạn Thiên Trường (Thien Truong Hotel),2 sao trên 5,"67 Hoàng Diệu, Vinh Nguyên, Thành phố Nha Trang, Vĩnh Nguyên, Nha Trang, Việt Nam, 650000",8.7,8.9,8.6,8.8,8.3,9.3,8.299999999999999
14_10,Aqua De Hotel Panorama Nha Trang,5 sao trên 5,"2 Nguyễn Thị Minh Khai, Lộc Thọ, Lộc Thọ, Nha Trang, Việt Nam, 650000",7.759564541213063,8.005485893416928,7.835275590551181,8.045620437956204,7.701666666666666,7.923015873015873,8.299999999999999
14_11,"Căn hộ 35 m² 1 phòng ngủ, 1 phòng tắm riêng ở Lộc Thọ (QT PANORAMA NHA TRANG APARTMENT)",4.5 sao trên 5,"Lộc Thọ, Nha Trang, Việt Nam",6.1,10.0,6.0,8.045620437956204,7.701666666666666,6.0,8.299999999999999
14_12,"Căn hộ 55 m² 1 phòng ngủ, 1 phòng tắm riêng ở Lộc Thọ (Grand panoramic ocean view suite)",,"Lộc Thọ, Nha Trang, Việt Nam",7.759564541213063,8.005485893416928,7.835275590551181,8.045620437956204,7.701666666666666,7.923015873015873,8.299999999999999
14_13,"Căn hộ 40 m² 1 phòng ngủ, 1 phòng tắm riêng ở Xương Huân (PrivateRoom#Kitchen#WashingMachine#Iron#Fridge#AC)",3.5 sao trên 5,"Xương Huân, Nha Trang, Việt Nam",7.759564541213063,8.005485893416928,7.835275590551181,8.045620437956204,7.701666666666666,7.923015873015873,8.299999999999999
14_14,Wyndham Grand KN Paradise Cam Ranh,4.5 sao trên 5,"Long Beach, Cam Nghia Ward, Cam Ranh City, Khanh Hoa Province, Vietnam, Cam Ranh, Nha Trang, Việt Nam, 650000",8.3,7.4,8.8,8.7,8.3,8.5,8.299999999999999
14_15,"Biệt thự 200 m² 5 phòng ngủ, 5 phòng tắm riêng ở Phước Long (Cosiana Villa Nha Trang)",5 sao trên 5,"Phước Long, Nha Trang, Việt Nam",7.759564541213063,8.005485893416928,7.835275590551181,8.045620437956204,7.701666666666666,7.923015873015873,8.299999999999999
14_16,"Nha Trang Marriott Resort & Spa, Hon Tre Island",5 sao trên 5,"Hon Tre Island, Hòn Tre, Nha Trang, Việt Nam, 650000",8.6,8.4,8.9,9.0,8.8,8.8,8.299999999999999
14_17,CONDOTEL ARENA SEA VIEW - VG,5 sao trên 5,"Arena Cam Ranh Resort, Nguyen Tat Thanh Avenue, Cam Hải Đông, Nha Trang, Việt Nam, 650000",2.5,3.0,2.0,8.045620437956204,7.701666666666666,2.0,8.299999999999999
14_18,KHU NGHỈ DƯỠNG ARENA CAM RANH (KHU NGHỈ DƯỠNG THE ARENA CAM RANH),,"LÔ D14D BÃI DÀI, THÀNH PHỐ CAM RANH, TỈNH KHÁNH HÒA, NHA TRANG, SeB05-19, Cam Hải Đông, Nha Trang, Việt Nam, 57800",7.759564541213063,8.005485893416928,7.835275590551181,8.045620437956204,7.701666666666666,7.923015873015873,8.299999999999999
14_19,"Căn hộ 60 m² 2 phòng ngủ, 2 phòng tắm riêng ở Tân Lập (HUD Building )",3 sao trên 5,"Tân Lập, Nha Trang, Việt Nam",7.759564541213063,8.005485893416928,7.835275590551181,8.045620437956204,7.701666666666666,7.923015873015873,8.299999999999999
14_20,Khách sạn Sao Việt Nha Trang (Sao Viet Nha Trang Hotel),4 sao trên 5,"10 Hoàng Hoa Thám, phường Lộc Thọ, thành phố Nha Trang, Lộc Thọ, Nha Trang, Việt Nam, 57000",8.2,8.8,8.3,8.6,8.0,8.6,8.299999999999999
14_21,Căn hộ studio 20 m² có 1 phòng tắm riêng ở Vĩnh Hòa (Cozy .Place / Mountain View),3 sao trên 5,"Vĩnh Hòa, Nha Trang, Việt Nam",10.0,10.0,10.0,10.0,10.0,10.0,8.299999999999999
14_22,Ocean view Cam Ranh - The Arena,,"Cam Hải Đông, Nha Trang, Việt Nam",9.6,8.0,10.0,8.045620437956204,7.701666666666666,10.0,8.299999999999999
14_23,Ngói Casa - Marina Villa,5 sao trên 5,"Vĩnh Trường, Nha Trang, Việt Nam",7.759564541213063,8.005485893416928,7.835275590551181,8.045620437956204,7.701666666666666,7.923015873015873,8.299999999999999
14_24,"Căn hộ 40 m² 1 phòng ngủ, 1 phòng tắm riêng ở Xương Huân (PrivateRoom#Kitchen#WashingMachine#Iron#Fridge#AC)",3.5 sao trên 5,"Xương Huân, Nha Trang, Việt Nam",7.759564541213063,8.005485893416928,7.835275590551181,8.045620437956204,7.701666666666666,7.923015873015873,8.299999999999999
14_25,Wyndham Grand KN Paradise Cam Ranh,4.5 sao trên 5,"Long Beach, Cam Nghia Ward, Cam Ranh City, Khanh Hoa Province, Vietnam, Cam Ranh, Nha Trang, Việt Nam, 650000",8.3,7.4,8.8,8.7,8.3,8.5,8.299999999999999
14_26,"Biệt thự 200 m² 5 phòng ngủ, 5 phòng tắm riêng ở Phước Long (Cosiana Villa Nha Trang)",5 sao trên 5,"Phước Long, Nha Trang, Việt Nam",7.759564541213063,8.005485893416928,7.835275590551181,8.045620437956204,7.701666666666666,7.923015873015873,8.299999999999999
14_27,"Nha Trang Marriott Resort & Spa, Hon Tre Island",5 sao trên 5,"Hon Tre Island, Hòn Tre, Nha Trang, Việt Nam, 650000",8.6,8.4,8.9,9.0,8.8,8.8,8.299999999999999
14_28,CONDOTEL ARENA SEA VIEW - VG,5 sao trên 5,"Arena Cam Ranh Resort, Nguyen Tat Thanh Avenue, Cam Hải Đông, Nha Trang, Việt Nam, 650000",2.5,3.0,2.0,8.045620437956204,7.701666666666666,2.0,8.299999999999999
14_29,KHU NGHỈ DƯỠNG ARENA CAM RANH (KHU NGHỈ DƯỠNG THE ARENA CAM RANH),,"LÔ D14D BÃI DÀI, THÀNH PHỐ CAM RANH, TỈNH KHÁNH HÒA, NHA TRANG, SeB05-19, Cam Hải Đông, Nha Trang, Việt Nam, 57800",7.759564541213063,8.005485893416928,7.835275590551181,8.045620437956204,7.701666666666666,7.923015873015873,8.299999999999999
14_30,"Căn hộ 60 m² 2 phòng ngủ, 2 phòng tắm riêng ở Tân Lập (HUD Building )",3 sao trên 5,"Tân Lập, Nha Trang, Việt Nam",7.759564541213063,8.005485893416928,7.835275590551181,8.045620437956204,7.701666666666666,7.923015873015873,8.299999999999999
15_1,Khách sạn Sao Việt Nha Trang (Sao Viet Nha Trang Hotel),4 sao trên 5,"10 Hoàng Hoa Thám, phường Lộc Thọ, thành phố Nha Trang, Lộc Thọ, Nha Trang, Việt Nam, 57000",8.2,8.8,8.3,8.6,8.0,8.6,8.299999999999999
15_2,Căn hộ studio 20 m² có 1 phòng tắm riêng ở Vĩnh Hòa (Cozy .Place / Mountain View),,"Vĩnh Hòa, Nha Trang, Việt Nam",10.0,10.0,10.0,10.0,10.0,10.0,8.299999999999999
15_3,Ocean view Cam Ranh - The Arena,,"Cam Hải Đông, Nha Trang, Việt Nam",9.6,8.0,10.0,8.045620437956204,7.701666666666666,10.0,8.299999999999999
15_4,Ngói Casa - Marina Villa,5 sao trên 5,"Vĩnh Trường, Nha Trang, Việt Nam",7.759564541213063,8.005485893416928,7.835275590551181,8.045620437956204,7.701666666666666,7.923015873015873,8.299999999999999
15_5,Khách sạn Thiên Trường (Thien Truong Hotel),2 sao trên 5,"67 Hoàng Diệu, Vinh Nguyên, Thành phố Nha Trang, Vĩnh Nguyên, Nha Trang, Việt Nam, 650000",8.7,8.9,8.6,8.8,8.3,9.3,8.299999999999999
15_6,Aqua De Hotel Panorama Nha Trang,5 sao trên 5,"2 Nguyễn Thị Minh Khai, Lộc Thọ, Lộc Thọ, Nha Trang, Việt Nam, 650000",7.759564541213063,8.005485893416928,7.835275590551181,8.045620437956204,7.701666666666666,7.923015873015873,8.299999999999999
15_7,An Lam Retreats Ninh Van Bay,5 sao trên 5,"Vịnh Ninh Vân, Vịnh Ninh Vân, Nha Trang, Việt Nam, 650000",9.0,8.9,9.3,9.4,9.0,8.9,8.299999999999999
15_8,"Căn hộ 35 m² 1 phòng ngủ, 1 phòng tắm riêng ở Lộc Thọ (QT PANORAMA NHA TRANG APARTMENT)",4.5 sao trên 5,"Lộc Thọ, Nha Trang, Việt Nam",6.1,10.0,6.0,8.045620437956204,7.701666666666666,6.0,8.299999999999999
15_9,"Căn hộ 55 m² 1 phòng ngủ, 1 phòng tắm riêng ở Lộc Thọ (Grand panoramic ocean view suite)",3.5 sao trên 5,"Lộc Thọ, Nha Trang, Việt Nam",7.759564541213063,8.005485893416928,7.835275590551181,8.045620437956204,7.701666666666666,7.923015873015873,8.299999999999999
15_10,Nhà bãi biển DELUXE HƯỚNG BIỂN BÃI DÀI CAM RANH (DELUXE SEA VIEW BÃI DÀI CAM RANH beach house),5 sao trên 5,"Nguyễn Tất Thành, Cam Hải Đông, Nha Trang, Việt Nam, 650000",9.6,10.0,10.0,8.045620437956204,7.701666666666666,10.0,8.299999999999999
15_11,"Căn hộ 30 m² 1 phòng ngủ, 1 phòng tắm riêng ở Vĩnh Hòa (Affordable and cozy studio)",3.5 sao trên 5,"Vĩnh Hòa, Nha Trang, Việt Nam",8.0,6.0,6.0,9.0,9.0,10.0,8.299999999999999
15_12,Hà Nhung Hotel Nha Trang,3 sao trên 5,"106 Đ. Hoàng Hoa Thám, Lộc Thọ, Nha Trang, Việt Nam, 650000",8.5,8.9,8.5,9.0,8.0,8.9,8.299999999999999
15_13,"Nhà riêng 360 m² 4 phòng ngủ, 3 phòng tắm riêng ở Dốc Lết (yên lành homestay)",3 sao trên 5,"Dốc Lết, Nha Trang, Việt Nam",7.759564541213063,8.005485893416928,7.835275590551181,8.045620437956204,7.701666666666666,7.923015873015873,8.299999999999999
